n#03277459	balanza_electrónica
v#01219282	reforzar sostener
v#01392790	escurrir
n#06166274	lógica_epistémica
n#09199581	antimuón
a#00685924	decidido
n#00733483	invasión violación
n#08293982	alianza coalición
a#02965861	himalayo
v#01142203	cazar_al_acecho emboscar
n#01780919	Trombicula género_Trombicula
n#01587713	Toxostoma género_Toxostoma
n#02200509	larva larva_de_mosquito
a#00584403	falso
n#02682207	bosquejo esbozo esquema
n#11684654	mesocarpo
a#02990035	mediatorio
n#10586444	aparcero
n#01880473	potorous
v#00669243	sobrellevar
n#01501450	Raja género_Raja
v#01914297	arañar trepar
n#03429914	velo
n#07196075	entrevista
r#00145341	tecnológicamente
n#13389194	besante
v#02272549	tomar
n#07616386	parfait
v#00754942	demandar exigir reclamar
n#12307756	ligustrum
v#01238640	golpear golpear_con_fuerza tumbar
n#02920083	colchoneta litera tumbona
v#02700867	contener llevar portar poseer soportar sostener
n#06711404	invectiva
n#02366453	Stictomys género_Stictomys
n#02671062	acceso entrada paso
n#00397347	censura supresión
v#00027705	extender
a#01065694	libre
n#04705324	agudeza perspicacia
n#06789801	ahimsa
n#10991415	David_Garrick
n#11327544	John_Addington_Symonds
n#04710866	dureza enormidad
n#08211475	Policía_Costera
a#00505853	el_único incomparable solos único
v#01442203	atarugar enclavijar
n#09774783	defensor partidario
a#03155193	jabonificado saponificado
n#10490421	cantinero publicano tabernero
v#01744888	componer
n#12900462	capsicum
n#04059298	memoria_física memoria_real
n#06708167	Estrella_de_Plata
v#01543998	sentar
n#07475762	victoria_inminenta victoria_inminente
n#14356578	tendinitis tenonitis
r#00505853	uno_a_uno uno_cada_vez
n#03624966	tejido
n#08822855	Columbia_Británica
n#13771404	gota
n#07227055	bayat
n#11272523	Francis_Peyton_Rous Peyton_Rous
v#02375131	proseguir
n#14827680	ácido_cianúrico
v#00016183	estivar
n#02256656	cicadidae cigarra
n#06471345	certificado credencial
n#11272972	Henri_Rousseau
n#01022483	suspensión
n#09935990	colega compañera compañero
n#12149751	cyperaceas familia_cyperaceas familia_juncias
v#00932636	implicar
n#01715249	Megalosauridae familia_Megalosauridae
n#04752414	falta_de_equivalencia
n#00857530	tribadismo
n#10985653	Fuller Melville_W._Fuller Melville_Weston_Fuller
n#01526521	passeri
n#10808539	Adams Sam_Adams Samuel_Adams
a#01797394	previsible
a#02784701	prodrómico
a#02958017	británico
n#08414119	jurado
n#10314627	vendedora_parisina
n#13563522	oferta
r#00450647	independientemente separadamente
n#08229779	club_de_caza grupo_de_cazadores partida_de_caza
n#01164730	auto_de_fe
n#11930203	artemisia_dracunculus
v#02637202	morar permanecer quedarse
n#00899292	dramatización
a#01279735	estratégico
n#07140978	debate discusión
n#07490214	carnalidad
n#11108195	John_Knox Knox
n#13138842	pomo
n#14572637	ureterocele
v#02470518	andar
n#01497878	Dasyatidae familia_Dasyatidae
n#15074568	baldosa
n#05629381	abismo averno infierno
a#03003031	termohidrométrico
a#01045216	formal
n#00505126	mahjong
v#02485844	salir tener_una_cita
n#08210835	Scotland_Yard
n#03318865	bracamante
n#13746512	decena
n#02321062	Comatula género_Comatula
v#02428202	repromulgar
n#01775230	Lycosa género_Lycosa
v#01965156	hacer_saltar
a#01655162	cerrado
n#15120223	al_día
n#00636921	investigación
n#02814338	casa_de_playa
n#14051728	potencia
n#11327650	Arthur_Symons
n#13448179	quimiosíntesis
n#03467984	arma_de_fuego
n#02748618	aspirina
v#02239261	obtener
n#11350059	Dalton_Trumbo
n#00205891	pérdida
n#09190918	agente
a#02763824	meridional
n#15155747	noche
n#03227721	duplicador
a#02219660	quíntuplo
n#09983572	pastor párroco vicario
v#01688256	representar retratar
n#01833283	Hemiprocnidae familia_Hemiprocnidae
n#04727694	nota
n#05714332	almizcle
n#01884203	Dasyurus_Viverrinus gato_nativo
v#02013571	desplazar
n#10523519	residente
n#13250398	fortuna riqueza
n#13414443	papeleta_de_empeño
n#10618146	persona_muy_reservada
n#01885724	Notoryctidae familia_Notoryctidae
n#02239934	Leptoglossus género_Leptoglossus
v#02113430	exponer
n#02346823	Hystricidae familia_Hystricidae
n#04677514	apariencia aspecto forma
n#08387354	inteligencia
n#07325762	menarquía
n#01706865	género_Edmontosaurus
n#06161718	ciencias_del_derecho jurisprudencia
v#02307261	cargar hacer_responsable
n#01628770	Caudate urodelos
n#01411450	Chlorella chlorella
n#11392754	Adolf_Windaus
n#05313822	párpado
n#14287647	mordida_de_serpiente
n#13177768	cuernas platycerium_andinum
v#02458943	enganchar
n#09512835	Nuit Nut
a#02057535	sádico
n#09971273	campesino
n#14281549	gangrena_del_tallo roseta
n#04951186	jaspeación marmolación
n#05052587	constancia continuidad
v#00616153	desatender descuidar
v#01736299	fotocopiar imprimir
n#03808144	Aflaxen Aleve Anaprox naproxeno
v#00794981	programar
a#01977155	atento consciente considerado cuidadoso
n#04996113	lo_apetitoso lo_delicioso lo_gustoso lo_sabroso
a#03080492	latino
v#01723224	ensayar practicar
n#07363545	crepúsculo ocaso puesta
n#03916031	esencia perfume
n#02984328	fuegos_artificiales_giratorios molinete
n#06694149	apología elogio encomio eulogio panegírico
v#02465494	boicotear
n#00817394	navegación_de_estima
n#11227796	Robert_Edwin_Peary Robert_Peary
n#05613625	superego
n#01904886	concha_de_ostra
n#07174433	equivocación error_de_interpretación mal_entendido
v#00895641	convencer
n#14835230	triyodotironina
a#00156575	enérgico
n#04059701	fondo revés
n#00298161	turismo
n#05813822	recuerdo
n#06492188	clave
n#00583246	profesión vocación
n#02205383	Simuliidae familia_Simuliidae
n#11118886	Harry_Lauder Lauder Sir_Harry_Maclennan_Lauder
n#13600097	unidad_angular
n#03152743	corte
n#14357370	traqueitis traqueítis
n#09376078	destructor
n#13188096	davallia
n#06055529	farmacocinética
n#02534036	Engraulis género_Engraulis
a#01905653	puro
n#00096513	salvación
n#07444882	amplitud
n#06473168	derecho_de_autor
n#09048880	Nueva_Inglaterra
n#10303654	rebelde
n#12426248	lirio
n#15174218	calendario_gregoriano
n#13354420	capital
n#03105306	coracle
n#06631661	inhospitalidad
n#02937237	arcón_de_armas arcón_de_municiones
n#11224046	Catherine_Parr Parr
a#00209620	herboso herbáceo
a#00833575	inoperativa inoperativo
n#10924231	David San_David
n#04007664	acuciar aguijonear aguijón
a#02499301	consecuente lógico
a#02095670	fijo firme
v#02078294	devolver llevar_de_regreso regresar traer_de_regreso
a#01362684	melancólico
v#02260362	comerciar
n#10894365	Carlos_Chavez Chavez Chávez
n#11321841	Igor_Stravinsky
v#00109660	cambiar
v#00913795	gritar_hola
a#00457998	descubierto desnudo
n#14903466	hessonita
n#03822171	diario periódico
r#00287749	compatiblemente
n#14120767	hipertiroidismo
n#02770211	porche_trasero
n#03008177	charcutería
n#04344246	estudio
n#05202497	capacidad
n#07956887	mano
v#00357998	brotar
n#09932508	minero minero_del_carbón
n#00486358	canica
v#01515791	proyectar
n#09193933	Alfa_Cruz
v#01359145	encordar
a#02339577	superior
n#12166003	género_lagenaria lagenaria
n#08168831	Tercer_Mundo
v#00457998	cuajar
n#05806623	apreciación
n#09953178	preparador_físico
n#10358794	badulaque bobalicón mentecato
v#00256369	saltar
n#10924452	Davis Dwight_Davis Dwight_Filley_Davis
v#01979462	embarcar
n#11551044	tepalo
n#02271087	Machilidae familia_Machilidae
n#12729023	salix_lasiolepis sauce_arroyo
v#00349223	acelerar arrancar
n#09854813	bimetalista
n#01500091	manta
v#02283324	retener
n#00350380	desviación
n#05178715	prerrogativa privilegio
n#05431762	pronúcleo
v#02471087	inscribirse
n#07020895	música
n#07654298	biryani
n#04913738	caballería caballería_medieval generosidad nobleza
n#10740017	admonitor reprensor reprimendador reprochador
v#00872886	aconsejar dar_consejos
n#09926088	palmeador
v#00812298	afrontar
a#00705891	delicado
n#06788463	toponimia topónimo
n#06976244	lidio
v#00936913	chivar
v#00443000	cuajarse
n#14343597	panencefalitis
n#07915213	saltamontes
n#05652593	volición voluntad
n#09222880	Colinas_Negras
n#11238092	Pío_X
v#02003359	desterrar
v#01789164	inquietar
n#11396667	Virginia_Woolf
n#00912001	construcción fabricación montaje
n#08828296	Thunder_Bay
n#02998696	chuchería
v#01903385	jugar
n#03128248	crayón
a#00889831	igual
n#05232503	entomión
n#06562993	contrarréplica contraréplica
v#02623194	conectar
n#09937250	coronel
n#10105260	falsificador
v#00771632	llevar
n#13574582	occidentalización
n#14562854	plaga
n#02783324	salón_de_baile
n#13493692	holometabolismo
n#02616572	Anarhichadidae familia_Anarhichadidae
v#01230555	picar
v#01647543	fijar
a#01620052	poco_evidente poco_manifiesto poco_obvio
a#02688016	centralista
a#02946888	sinergista
a#01210854	alto
n#08659242	veta_carbonífera
n#10902051	Cleveland Grover_Cleveland Presidente_Cleveland Stephen_Grover_Cleveland
n#14622623	bencilo grupo_bencilo radical_bencilo
n#15008025	butilo
n#11462526	tormenta tormenta_violenta
n#04122262	marta
r#00207127	financieramente
v#00317888	alargar prolongar
n#15059797	sentina
n#09468959	variable
n#12898226	atropa género_atropa
n#04492375	celosía
a#00354090	reformado
a#02654894	axial
n#02787435	dije
n#11190183	Thomas_More
n#13453640	corrupción
v#00188252	inocular
n#07966140	sociedad
n#10694939	profesor_asistente
n#01227190	perdón venia
r#00142105	en_términos_gravitacionales gravitacionalmente
a#01919428	silencioso
a#02876088	cuticular dérmico epidérmico
n#04970916	rosa
n#11186207	Marilyn_Monroe
a#00291181	entero sólido
a#00617583	duro
a#02704005	co-referencial co-referente correferencial
a#02975349	gonadal
n#11191113	Lewis_Henry_Morgan
n#09571581	Eurídice
n#13372123	brillante roca
n#10994308	Chinguis_Jan Cingiz_Jan Genghis_Khan Gengis_Khan Jenghiz_Khan Jingis_Khan Temujin
v#01328340	desengancharse
n#04570118	zapato_de_cuña
v#02575723	chasquear dar_un_chasco embaucar engañar hacer_bromas jugar_una_broma
n#07506797	conciencia
n#12839839	agastache género_agastache
n#13135832	pepita semilla
n#14714028	ergotamina
n#07335414	desolación
n#02018485	Otides suborden_Otides
n#01085098	parte trozo
n#14696035	rodocrosita
n#13327676	pérdida
n#10648696	estrella protagonista
n#09281914	terreno_inundable
n#01997002	género_Cyclops
n#00262908	decoración_de_escaparate
n#07597145	confitura
n#10803691	yeoman
n#00047106	desempeño rendimiento
n#14348300	queratitis
r#00168428	como_un_reloj
n#06740402	causa motivo razón
v#00262076	modernizar reacondicionar repasar revisar
n#07058296	marcha
n#02645823	Hemitripterus género_Hemitripterus
v#01035803	pactar
n#10539160	doncella pimpollo
n#07614825	helado_de_chocolate
n#01669527	Chrysemys género_Chrysemys
r#00257418	en_voz_baja sotto_voce
n#05845419	clase índole
n#07274425	inclinación
n#01561613	Oenanthe género_Oenanthe
a#02891869	protozoico
n#02678384	actuador
n#10831656	George_Balanchine
n#10904821	Samuel_Taylor_Coleridge
n#13675456	unidad_monetaria_santotomense
n#09686051	mitraísta
n#02876657	botella
n#13465530	difusión
v#00889555	garantizar
n#01697002	Crocodilus Crocodylus género_Crocodilus género_Crocodylus
v#00870213	avisar
n#05453943	eosinófilo
n#06196284	actitud posición postura
n#00750306	charlatanería charlatanismo
n#00869583	operación operación_matemática proceso_matemático
v#02526811	alcanzar encontrar llegar_a
v#00528115	salar
a#01729157	medieval
n#06769392	error
n#15262360	tiempo_de_ejecución
n#05148699	provecho utilidad útil
r#00135796	culturalmente en_términos_culturales
n#07208184	despacho
n#13085113	maleza
n#06794374	mojón
a#02276964	no_efervescente
n#01725570	género_Plesiosaurus
n#05460163	sarcómero
n#14901158	goma_arábiga goma_del_Senegal goma_kordofán
n#01372944	C._psittaci Chlamydia_psittaci
n#08653873	salida
n#13227235	familia_thelypteridáceas thelipteridáceas thelypteridáceas
n#06755947	cláusula condición provisión
a#01805889	disgustado
n#13731241	cubo
v#00692143	favorecer preferir
a#00571643	inconsciente
n#02128120	Panthera género_Panthera
n#08117540	Facultad_de_Música
v#00840809	dar_nuevo_énfasis hacer_nuevo_énfasis
v#00967625	publicar sacar
n#01408880	Volvocales orden_Volvocales
n#07084560	canturreo monótono
n#14531772	predisposición sensibilidad
n#00065418	éxito_absoluto
a#02830501	literario
a#02700317	colónico del_colon
n#05913538	principio regla
n#09066948	Santa_Catalina
v#01069989	buscar
n#00359238	corte recorte
n#09989290	dama
n#12672497	género_kolkwitzia kolkwitzia
a#02403671	laxo suelto
n#02104882	pastor_belga
v#01167981	cenar
n#03706016	memoria_de_burbuja
n#05725269	punzada
n#12411922	lirio
n#08892428	Castillo_de_Balmoral
n#80000851	justificante_de_recepción
n#07545161	apego cariño estima
n#08725926	Hebei Hopeh Hopei provincia_de_Hebei
n#11396943	Alexander_Woollcott Woollcott
r#00501606	filosóficamente
a#00567860	aislado
n#03979100	policromía
n#11650160	phyllocladus_asplenifolius pino_de_apio
n#02230355	Oecanthus género_Oecanthus
n#05326340	yunque
n#04677716	imagen personaje
n#06841873	&
r#00050556	desgraciados tristemente
n#07540424	desagrado
n#04035912	clave cuña piedra_angular
n#03041810	claristorio
n#01250569	matar_a_tiros
v#01992251	balancear
a#02499511	razonado
n#07586318	mulligatawny
n#02998209	cerivastatina
n#07571324	arte_culinario cocina
n#13775939	hacina_de_heno
n#10279867	madrigalista
a#02513269	virtuoso
n#13380996	crédito_de_sobregiro
v#02634567	resultar
n#04513171	universidad_de_Washington
v#00953216	contar explicar narrar
n#03546235	tejado
v#01296154	suturar
n#03902125	centralita_pública teléfono_público
a#00824631	occidental
n#06568134	sistema_operativo
v#00374668	cocer
n#09311259	Océano_Índico
n#14302652	melasma
n#14641223	indio
n#15150710	años_1870
n#03512452	heliógrafo
n#01410330	Zygnema género_Zygnema
a#00823350	oriental
n#03649909	cortadora cortadora_de_césped motosegadora
v#00665886	confirmar constatar corroborar
v#01218512	abalizar reflotar
v#01058224	chirriar crepitar crujir rechinar
n#06494646	LIFO
n#02795528	cañón
r#00073897	principalmente
n#03283519	emético vomitivo vómito
n#03864254	sobrehilado
n#02383231	purasangre
v#00430625	reducir
n#09772746	adúltero fornicador
v#02614970	vivir
n#10514429	árbitro
v#01878063	oscilar vibrar
n#14959939	paja
n#13917457	tronco
n#14681555	mica
n#12333397	género_psidium psidium
a#01988724	no_reservado sin_reserva
n#13547380	reposición
n#07371293	ruido sonido
n#11367581	Luchino_Visconti
n#12610609	género_heteranthera heteranthera
n#09777012	agente
r#00277435	destructivamente perniciosamente
v#01396328	bañar_en_plata
n#02326074	Sylvilagus_Palustris conejo_de_ciénaga conejo_de_pantano
n#07239183	alocución
n#14463331	hamartia
n#02137172	Hemigalus género_Hemigalus
n#01250101	enmienda
n#04324515	cepo
n#10298271	masajista
a#00585202	creativo
v#02200686	dar donar regalar
a#02809220	proficiente técnico
n#02919414	bulto fajo lío
v#02742107	tirar
a#02570643	absurdo estúpido ridículo
a#00202095	inverso
v#01338247	coronar
n#07606538	caramelo_de_menta
n#02038837	Glareola género_Glareola
v#00714531	identificar
n#07692517	bialy
n#10009671	depreciador desacreditador detractor menospreciador
n#10277509	luthier
n#11184273	Muhammad_Ali
n#04118776	regla
n#11394954	William_Hyde_Wollaston
n#13451804	consumo
n#13458571	disminución reducción
n#01846331	pato
n#03646296	torno
n#01828556	dacelo
n#10041373	conde
n#11881426	cardamine género_cardamine
a#03010904	paleocortical
n#09396608	glaciar_polar
n#09449949	subcontinente
n#07958727	estatuaria
n#04997282	falta_de_sabor insipidez
n#10810549	Aiken Conrad_Aiken Conrad_Potter_Aiken
n#07810825	ralladura_de_naranja rayadura_de_naranja
n#13490343	crecimiento desarrollo
n#02802886	empuñadura_de_taza puño
a#01024073	flexible
n#09443453	fuente
n#02318915	Echinoidea clase_Echinoidea
n#03405595	atavíos
n#12743823	harpullia
a#01030826	liso
n#07700766	fetuchinis_Alfredo
n#13333420	capital participación
n#00642045	endoscopia
a#01351837	abierto
a#01788705	floral
n#13092240	ascospora
a#00430191	confuso impreciso
n#11193058	Ferdinand_Joseph_La_Menthe_Morton Jelly_Roll_Morton Morton
n#00112674	pulsación
n#01069867	abstención abstinencia
n#14241400	neuroma_maligno neurosarcoma
n#02541583	género_Tarpon
v#01636859	fantasear
n#06884670	insignia_de_rango
v#02135048	sonar
n#03902482	melocotonar
n#10580772	sargento
v#01896007	bailar_tango
a#01042491	solemne
n#02716205	bactericida
n#02970534	capazo
n#00944965	venopunción
v#00316631	alargar
a#02421364	económico
n#05588746	atlas vértebra_atlas
n#07044917	pasaje
n#14696180	rodonita
n#00006484	célula
n#04773182	inestabilidad inseguridad
n#11255775	Rebeca
n#13815742	proporción
n#02597004	Umbrina_roncador verrugato_aleta_amarilla
n#02265717	Corydalidae familia_Corydalidae
n#08461595	corriente curso
n#14667855	azurita
n#02836513	puerta_biplegable
a#00117654	sensible
n#04730285	gran_pureza
n#00943963	celiocentesis
v#02669789	bastar
n#01121492	prepago
a#01559484	motorizado
n#00514041	mala_jugada
a#00218440	hermoso lindo
n#03619890	cocina
n#06161048	etiología
n#06891493	actuación ejecución f función interpretación presentación presentación_publica realización representación sesión
n#09128536	Durham
v#02164825	considerar contemplar
n#01529672	fringillidae
n#00806484	control_de_calidad
n#05450888	fagocito
n#05472681	epicóndilo
v#02394445	delegar reemplazar sustituir
n#01726390	Ophidia Serpentes suborden_Ophidia suborden_Serpentes
v#02432975	territorializar
v#02599878	evitar
n#01361683	Xanthomonas
n#01707294	trachodon
v#00746084	ordenar
a#01348835	interior interno
v#01929824	andar_desgarbadamente
a#01160775	malo
r#00088777	provisionalmente
n#02317488	Ophiuroidea clase_Ophiuroidea
a#01038808	doméstico
v#01647229	constituir establecer fundar instaurar instituir plantar
n#05035712	choque
n#09716837	napolitano
n#10142290	grande grandeza_de_españa
a#03013904	lamarckiano
n#07950418	enfermo
n#00319939	caza persecución
v#02333979	poner_asientos
n#04715487	conveniencia propiedad
