n#01460813	oviscapte ovopositor
n#02137722	herpestes_nyula indian_mongoose
n#11329281	William_Henry_Fox_Talbot
n#10594715	tímid vergonyós
v#00855933	demanar suplicar
n#01717957	genus_deinonychus
n#12007560	genus_rhodanthe
n#07060976	jazz
v#01543998	asseure's asseure parar-se posar
n#02056570	pingüí_austral_reial pingüí_reial
v#01369204	desfer desfilar-se desfilar desgastar esfilagarsar esfilegar-se esfilegar esfilegassar-se esfilegassar
n#15180082	data_límit
n#00232604	cancel·lació
n#06977948	arcàdic
a#00039122	activista
n#06585203	bomba_lògica
n#80000816	llenguatge_extensible
n#11883137	cheiranthus genus_cheiranthus
n#03482252	hamaca
v#01206218	tocar
n#11275495	Bill_Russell
n#13730584	nombre_irracional
n#03114839	xaveta
n#06290539	bisíl·lab
n#06126523	ergonomia
n#10767654	déu_de_la_guerra
v#00625518	anagramatitzar
n#03736970	dispositiu_mecànic
n#07104292	lítote
n#08991752	Àpia capital_de_Samoa_Occidental
n#00114095	trompada
n#08364143	capitalisme
n#04026417	moneder
a#02780093	terrestre
n#07167186	oferiment_de_pau
n#07496755	turment
n#00090779	donació
n#04378956	tabi
n#09260744	gra_(mineral)
n#02020902	genus_psophia psophia
n#09769076	addicte
n#13937075	escena
n#06510271	fitxer_de_transaccions
n#12005148	genus_pteropogon
v#02437905	coordinar
n#05858936	constant quantitat_constant
n#05829213	estímul senyal
a#00603660	busca-bregues cerca-bregues
n#07768858	figa_de_moro
n#05417821	leucorrea
n#06341340	senyor Sr
n#07677593	salsitxa
n#10028638	pròfug
n#01337583	picornavirus
n#06964788	toscà
n#10272913	perdedor
n#03343853	arma_de_foc_portàtil arma_portàtil arma_de_foc
n#05937112	exemplar exemple model
n#03033362	circuit_elèctric circuit
n#07181935	discussió disputa querella
a#00984333	escrupulós primmirat
v#02386675	investir
n#15210045	gener
n#02860640	clip
v#00478682	apagar extingir
n#07660065	filet
n#14790979	càmfora
n#00383390	obertura
n#03445617	bossa_de_golf
n#04953954	brillantor esplendor fulgència fulgidesa lluentor resplendor
v#00674607	escollir seleccionar triar
n#05893261	condició_essencial sine_qua_non
n#09544109	vampir
n#04485423	tríptic
n#11000012	Dizzy_Gillespie
a#02469407	representatiu
n#07498210	preferència
n#14476290	catàstrofe desastre tragèdia
n#11487424	halo
a#02988060	nacional
n#08335599	Cambra_Estrellada
n#13895852	berruga
n#03553486	areòmetre
n#14747338	progestagen
n#14643323	laurenci
n#10417969	persona_non_grata
n#00623862	dificultat
n#07098989	anacolut
n#00063014	marca rècord
a#00155886	descarat desvergonyit
n#10347110	naturista naturòpata
v#01085237	arbitrar
v#01932834	fer-se_a_la_mar
a#01555416	menor
n#11276549	Daniel_Rutherford
n#09695979	bielorús
n#12074678	genus_ophrys ophrys
v#01202728	nodrir
n#02453373	edentats
v#01987160	col·locar posicionar situar
a#01226129	farsaire farsant mentider
a#01582049	gratuït innecessari
v#00406053	socialitzar
n#06138347	psicologia_aplicada psicologia_industrial
n#03179489	droga_de_disseny
n#00045907	recobrament recuperació
n#04571958	soldadura
n#14837678	tronc_flotant
v#01059743	aïnar eguinar renillar
n#05555017	arèola
n#14689672	pentlandita
n#09228055	empit
n#06259027	capçalera encapçalament
v#02673965	distingir-se excel·lir sobresortir sobrepassar
n#08256369	tertúlia vetllada
a#00153410	articulat
v#02424128	dominar enjovar reprimir sotmetre subjugar
n#05453145	granulòcit
a#00019874	inaccessible
a#00776090	indiscriminat
n#13677692	franc_de_Djibouti
n#09812338	artista
n#10714465	menut petit
v#00546528	deslluir enfosquir
n#11835114	genus_sarcobatus sarcobatus
n#03727738	cap espiga
n#12933616	api_nap
a#00515380	complet sencer total
a#02398608	acre
n#13625237	bit
n#04318892	estilet
v#00289392	encanudir grisejar
n#05864481	tensor
n#04179913	màquina_de_cosir
a#02186580	3 III tres
n#03293321	sals_angleses sals_d'Epson sulfat_de_magnèsia
v#00899597	rebre saludar
n#13175324	drymoglossum genus_drymoglossum
v#01268112	empaperar
n#14821590	aïllador aïllant isolador isolant
a#00201802	cacuminal retroflex
n#02729965	enginy fòtil maquineta
n#14988337	fluorocrom
n#03638623	barcassa_de_desembarcament
n#03688943	observatori
n#01219893	menyspreament menyspreu
v#01274104	franquejar timbrar
n#10537906	romàntic
n#06877078	expressió_facial
n#03183080	aparell dispositiu mecanisme
n#14986004	tintura
n#08429167	acompanyament comitiva seguici
n#12086539	vainilla
n#05974798	pragmatisme
n#02075927	pinnípede
n#06797169	indicació indici
n#11953762	cirsium genus_cirsium
n#00926668	confecció
n#05298988	dintres vísceres
n#02554730	perciforme
a#00444519	proper
n#07168623	ordre
n#80000930	contracte_de_suministre
n#02017607	genus_notornis
n#80000779	array matriu
n#14485673	intent
n#04655829	congenialitat
a#02679858	cancerigen carcinogen
n#00335814	inversió
n#10032342	lliurat
n#07939638	categorització classificació
n#04810510	invalidesa nul·litat
a#00219924	pintoresc
v#00335814	esmicolar trossejar
v#01658188	fargar forjar formar
n#11627028	genus_tsuga tsuga
n#09689435	afganès
n#02890351	tambor
v#00454651	banyar difondre
n#80000932	extranet
n#04388574	tangram
n#12571606	genus_strongylodon strongylodon
n#05819453	veritat
n#08506641	camp_de_batalla
n#03256166	camió_de_trabuc camió_de_tres_eixos
n#12879719	castilleia castilleja genus_castilleia genus_castilleja
n#08832269	Canberra capital_d'Austràlia
n#10111688	nou
v#01780434	tenir_por témer
n#03758894	microbalança
n#14402015	disàrtria
n#11240609	Sidney_Poitier
n#07169242	ordre
n#07643891	melmelada_de_taronja
n#11965054	genus_erechtites
n#10772472	diumenger
a#02499301	conseqüent lògic
n#10104756	arboricultor
n#12965463	claviceps genus_claviceps
n#06083243	zoologia
n#01553879	genus_hylophylax hylophylax
n#04247011	cortina_de_fum
n#00889971	lliçó_de_violí
n#01520576	kiwi
n#06899633	llenguatge_màquina
n#11382688	Edward_Weston
n#11817329	genus_spergularia spergularia
n#02424085	bongo
n#14436769	llims
n#10247720	nouvingut
n#03535780	barra_horitzontal
n#08456474	llei_del_mercat_de_valors
n#07396945	bum cop_sord patacada
n#09936215	col·lega companya_de_feina companya company_de_feina company
n#15076619	turmalina
n#14688831	orpiment
n#01233397	assistència
n#07267573	ceptre
n#10976256	Charles_Fourier
n#02060569	baldriga_pufí
n#08547655	límit_forestal
a#01967041	polimorf polimòrfic
a#01865807	arable conradís conrador cultivable lavorable llauradís
n#09128372	Queen_City
n#04532398	butxacó
n#03905730	clavilla piu
n#02411999	ovella
a#00179035	aprovat
n#01112885	distribució
n#00729637	classe_de_francès
n#01126564	vinificació
n#12697021	cedrela genus_cedrela
n#02156532	pinça
n#00225150	tir tret
n#12114981	cortaderia genus_cortaderia
n#14458181	estat_de_gràcia gràcia
n#09898692	carreter
n#01257418	solo
n#05814162	univers
n#13428159	aeració
n#02932891	embarcació_esportiva vaixell_de_recreació
v#00192836	animar avivar vivificar
n#08027518	Jemaah_Islamiyah
n#02582437	bràmids
n#03416489	garatge
n#13016749	genus_tricholoma tricholoma
n#10793168	lluitador
v#01619231	desfer
n#00526948	pavana
v#01368474	deslligar desprendre separar
n#02363005	castor
n#14916670	imidazol
n#05152902	romanticisme
n#10074735	extremista radical
a#00197247	tranquil·litzador
n#07678729	farcit
v#01673472	enllaçar entrellaçar
n#04367371	sutura
v#00161987	commutar
n#06416946	devocionari llibre_d'oracions
n#04581829	ble
n#03640988	llanterna
n#04881829	abnegació autodisciplina
n#13892383	angle_oblic
a#00990855	delicat estilitzat esvelt fi prim
n#03077741	satèl·lit_de_comunicacions satèl·lit_geoestacionari
n#06762711	comentari
n#09471976	Verge Virgo
n#07300092	error_de_programari error_de_programació
n#08054417	clínica hospital
n#07376168	bel
n#10767432	cercerària
v#01985524	corbar-se
n#10119351	guardabosc
n#04673470	indiferència
n#04136510	marc_de_finestra_corredís
n#10057491	usuari_final
a#00207034	bequerut
n#07020239	espectacle_de_varietats varietats
n#13304665	preu_de_sortida
n#01979124	genus_portunus portunus
n#10098517	pes_mosca
n#06548671	declaració_tributària declaració_de_la_renda declaració_fiscal
n#11448593	vent_del_sud-oest
a#01162406	insidiós perniciós
n#02134084	ós_blanc ós_polar
n#02516867	genus_neoceratodus neoceratodus
n#14832046	ribonucleasa
n#00264366	enriquiment
n#01074498	obstrucció
n#02967782	màquina_d'escombrar
n#01001097	sincronització
a#00385756	groc groguenc
n#05174517	inconseqüència
a#01654377	obert
v#01224001	agafar
n#02352290	jerbu_comú
n#11297032	Mary_Shelley
n#14375005	hipocondria
v#02023396	encreuar-se intersecar-se
n#10431514	arrencador
v#01683758	il·luminar
n#03602883	joystick
n#01211667	consolació consol
n#06589352	sistema_d'hipertext
n#13881175	paral·lelogram
n#05972585	materialisme
n#04200537	calçador
n#05008449	virilitat
n#04141423	bastida
v#00439343	accelerar afanyar-se
n#03859958	abillament guarniment
n#07046917	scherzo
v#00324560	rostir-se rostir
a#01111418	desprès esplèndid generós magnànim magnífic pròdig rumbós
v#02087745	balancejar bressar gronxar gronxolar
n#07362386	caiguda
n#07467704	prova_de_camp
n#13434878	assimilació
n#06583790	rutina_de_biblioteca
v#02213336	aconseguir trobar
n#10826557	John_Jacob_Astor
a#00307182	enginyós
v#01468576	expel·lir expulsar llançar tirar treure
n#09618957	cara
n#02242816	genus_ranatra ranatra
n#02033444	genus_numenius numenius
v#00061595	esterilitzar
n#05752179	cultura_de_masses
n#03076104	post_de_comandament quarter_general
n#10504090	radiòleg
n#11986091	genus_lactuca lactuca
n#07934152	camamil·la camamilla majola
n#02981911	catapulta
n#11047521	Victor_Franz_Hess
v#01269379	engreixar greixar
n#12143215	escanda
n#11743570	genus_juncus juncus
n#01751979	vipèrids
n#12199564	genus_heritiera genus_terrietia heritiera terrietia
n#02887489	elàstics
n#02126951	genus_lynx
n#07301336	accident
n#11309613	Muriel_Spark
n#00458890	videojoc
a#01920367	baladrer cridaner escandolós vociferant
n#06392935	article clàusula
n#10851987	Shirley_Temple
n#04666416	descurança laxitud
n#11174901	Gian_Carlo_Menotti
n#06540702	ordre_preliminar_de_divorci
n#13461162	demanda
n#06964247	italià
v#02175578	amartellar bategar batre copejar martellejar palpitar pegar tustar
a#01627836	inofensiu
n#04075916	taller
a#01580050	necessari
n#05812038	centre_d'atenció
v#02136892	reflectir
n#05647015	imbecil·litat
a#00184363	obtenible
n#13989627	innocència
v#00746084	ordenar
n#13083586	planta_vascular
n#08649345	costat
n#03447721	gong tam-tam
n#02775483	gaita
n#11672400	flor_salvatge flor_silvestre
n#04372756	desviació
n#00118733	regurgitació vòmit
n#11567411	dicotiledònies
n#02239073	blissus genus_blissus
n#13789627	equació_exponencial
n#10087255	quintacolumnista
n#04865114	diligència
v#00680145	predisposar
n#10199103	analfabet inculte
n#07794063	sardina
a#00412788	bàrbar incivilitzat salvatge
a#01811504	rom
n#05084201	distància
n#06555570	ordre_de_segrest
n#09427752	mont_submari
v#00455529	netejar
n#04737743	progressivitat
n#07010821	línia paper
n#11949217	chamaemelum genus_chamaemelum
n#11678635	ovari
a#01263971	despietat fred inhumà
v#01840736	agafar
a#00086210	agitat atrafegat febril
n#07574504	refrigeri
n#13088989	nòdul tubercle tubèrcul
n#10725893	transsexual
n#05198427	jurisdicció
n#04884450	indisciplina
n#06071722	astrobiologia
n#13595550	deficit_fiscal
n#15242029	Quaresma
n#14505821	anomalia
n#13258167	ingressos_de_taquilla recaptació_de_taquilla
n#05393429	aurícula_dreta
n#06825399	font tipografia tipus_de_lletra
n#07130341	xiuxiueig
n#13773361	indici ombra traça
n#09137032	Rhode_Island
n#01940736	mol·lusc
n#14823227	suro
n#07899003	resaigües reví
n#02431337	cérvol
a#00346626	reversible
n#01144716	escalfament pre-escalfament
n#02611154	genus_polydactylus polydactylus
n#04045644	biga
n#03397266	fragata_(vaixell)
n#10363149	notari
n#03111296	dosser sanefa
n#05542193	mastoide
a#00890622	ajustat
n#11123894	Richard_Henry_Lee
n#08855763	Governador_Valadares
v#00012854	idealitzar
n#14725024	anticatalitzador
v#01277784	arrugar-se
n#04410086	tam-tam
n#08677250	mirador miranda talaia
v#02434238	agremiar-se agremiar sindicar-se
n#09385911	part tros
v#00088339	emmetzinar enverinar
v#02019011	immiscuir-se imposar-se
n#07269758	galó
n#02457756	choloepus genus_choloepus
n#01138670	autorització
n#02621419	acanthurus genus_acanthurus
v#01573276	esberlar esqueixar fendre
n#11079392	James William_James
n#12212361	hortalissa
n#09903501	violoncel·lista violoncel
n#13887509	angle
n#10173579	heroïnòman
n#08957806	Beirut capital_del_Líban
n#14747587	androgen
n#05064827	simetria
n#06183162	escatologia
n#13603065	unitat_de_força
n#06179145	toponímia
n#03295357	eritromicina
n#10757918	principi_vital
n#01367083	listèria
n#10720453	comerciant
n#14272915	esparavany
n#01129920	deure obligació responsabilitat
n#04450749	pinces
n#11308988	John_Philip_Sousa
v#02162815	cremar picar
v#01893313	bolcar-se sotsobrar
n#03625783	punt_de_mitja
n#10057918	professor_d'anglès
v#00965871	declarar
n#03064250	cafetera
n#04164757	busca_dels_segons
n#10179527	peó
n#10914447	Stephen_Crane
a#00457355	uniformat
n#09610660	comunicador comunicant
n#06831819	g
n#06357814	microcodi microprograma microprogramari
n#01735062	genus_thamnophis thamnophis
a#01898722	judiciós prudent sensat
v#02714360	bombar-se inflar-se
v#00255079	encrostar
a#00068738	aeròbic
v#01528069	adherir-se adherir encaixar enganxar falcar tasconar
n#05514410	genitals_femenins
n#01383896	fitoplàncton
n#08582837	infern
n#03581756	intranet
a#00061664	net precís
n#05671676	assumptes_personals
n#06645039	empremta pas petjada
v#02054989	desdoblar desembolicar desplegar distendre estendre estirar
n#10116370	fonamentalista
n#01709876	barosaure
n#08138079	Foggy_Bottom
n#07673872	oli_d'oliva
n#10650162	estadista home_d'estat
n#11371254	John_Walker
n#13938210	status_quo
n#08722394	Tierra_del_Fuego
n#06727224	manifest proclama
n#02473307	homo_erectus
v#00548266	sortir
n#09399592	escull faralló niell promontori
n#15274695	respir
v#02720697	seguir
v#00928630	comunicar transmetre
n#14620549	bromoform
n#01328121	polimorf
n#12719277	tropeolàcies
n#06385244	versicle
n#07102945	èmfasi
n#14919635	inosina
v#01007222	telegrafiar
n#15192272	Septuagèsima
n#05646723	deficiència_profunda
n#07109196	llenguatge parla comunicació_oral
n#12984802	tuberals
n#10577710	agent_comercial
v#00054535	acoblar-se
n#06578527	MapQuest
n#08127304	United_States_Postal_Service
n#10388924	amo mestressa propietària propietari
n#03626760	picador picaporta trucador
n#09242389	avenc fossa
n#14642417	ferro número_atòmic_26
v#02758033	diluviar ploure_a_bots_i_barrals
n#01753721	crotàlids
n#06780882	befa broma conya
v#02465939	fer_marxar
n#10726388	cistercenc
n#03530910	capot caputxa
n#07949463	nacionalitat_(dret)
v#01841079	viatjar
n#03767203	roda_de_molí
a#00237240	multilateral
v#00048912	vestit
n#01566082	genus_orthotomus orthotomus
n#05913538	principi regla
n#04426618	via_pública
n#11170438	George_Gordon_Meade
n#00444340	salt_de_carpa
a#01865197	productiu productor
n#00909281	teixidura tissatge
n#14980215	antiparàsit pesticida
n#14930989	lava
n#14762145	cordovà
n#14425319	virilitat
n#10859369	Pierre_Boulez
a#02505716	invariable
n#01532107	genus_spinus spinus
a#01085661	carregat
n#00776165	crim_organitzat
n#10599354	crèdul ingenu innocent simple
n#10925939	Moshe_Dayan
n#09377315	Ohio
n#09022831	Amèrica_Llatina Hispanoamèrica Llatinoamèrica
n#05972103	idealisme
n#05773049	argumentació argument_lògic
n#11050870	Paul_Hindemith
n#07432559	degoteig rajolí
n#08550455	arquebisbat
n#13687524	unitat_monetària_de_Lesotho
n#12821736	genus_myosotis myosotis
n#00916464	agricultura
n#02396088	porca truja
n#08115778	departament_d'art
n#04102285	persiana_enrotllable
n#06313651	construcció
n#09428967	pòsit sediment
n#11168839	Carson_McCullers
n#06306034	lexema
n#06422364	llibre_de_referència manual_de_referència
n#12931109	aethusa genus_aethusa
v#02493666	censurar
n#10653679	treballador_de_l'acer
n#14493145	empobriment fretura pobresa
v#02718309	compartir
n#15124864	època_glacial pleistocè
v#01047951	ganyolar udolar ulular
n#04756635	opció
v#00117346	rebre
a#02826701	elèctric
a#01729157	caballeresc medieval
n#04356925	solana solari solàrium
n#08161757	congrés_dels_Estats_Units congrés
n#05348540	artèria_intercostal
n#04283378	radi
n#03214670	diürètic
n#13698567	unitat_monetària_saudita
n#12832140	genus_gloxinia
n#07134706	topada
n#02188065	dípters
n#07209533	excepció
n#13721893	gra
n#10400618	agent_parlamentari
n#01361973	family_nitrobacteriaceae nitrobacteriaceae
n#03102654	nevera_portàtil
n#07467212	quarts_de_final quarts
n#14843986	ocre
n#05274105	clavícula
n#09598750	Falstaff
n#06667317	codi
n#04612373	iol
n#03393912	vagó_de_mercaderies
n#06151942	criminologia
n#07014752	ploranera plor
n#04672858	deteniment perfecció
n#07728585	mongeta_tendra
n#05778749	alquímia
n#01162376	empresonament
n#13404248	llibre_major llibre_mestre llibre
n#14866769	fibra_de_vidre
n#14684607	perclorat
n#06550046	llicència_de_construcció
v#01088749	proveir_de_personal
n#05106220	gegantisme gigantisme
v#00487554	polaritzar
n#03430959	accessoris ormeig parafernàlia
v#00776523	incitar temptar
n#13372961	sistema_monetari
n#07902336	aiguardent
v#02440244	dirigir encapçalar
n#06401328	transició
n#06080522	fisiologia
a#00317481	esculpit
v#00724492	preocupar-se
n#01324142	supervivent
n#00341890	retroflexió
n#06888674	tràiler
a#00085870	abatut afligit angoixat consternat
n#04078747	embassament pantà
n#09904208	centenari
a#02702332	constitucional
n#01048059	resurrecció
n#10572706	secretari_d'estat
n#11143331	Ernst_Lubitsch
n#01843065	jacamar
n#07039620	intermezzo
n#10146416	Boines_Verdes
n#05737153	nota puntuació qualificació
n#02733524	arc
n#13550089	repressió
n#12377809	flacourtiàcies
